   193/299     11.9G   0.03158   0.02838  0.008566   0.06853       220       640    0.7715    0.7301    0.7791    0.5078   0.03225   0.01837   0.00701
   194/299     11.9G   0.03172    0.0285  0.008689   0.06891       188       640    0.7782    0.7253    0.7792     0.508   0.03225   0.01836  0.007004
   195/299     11.9G   0.03166   0.02813  0.008605    0.0684       149       640    0.7773    0.7259    0.7791    0.5081   0.03224   0.01836  0.006999
   196/299     11.9G   0.03171   0.02825  0.008672   0.06863       188       640    0.7867    0.7174     0.779    0.5088   0.03223   0.01836  0.006992
   197/299     11.9G    0.0316   0.02859  0.008773   0.06896       258       640    0.7769    0.7245    0.7792     0.509   0.03223   0.01836  0.006988
   198/299     11.9G    0.0315   0.02815  0.008747   0.06839       262       640    0.7729    0.7287    0.7797    0.5095   0.03222   0.01836  0.006977
   199/299     11.9G   0.03134   0.02811  0.008545     0.068       198       640    0.7751     0.727    0.7797    0.5094   0.03221   0.01836  0.006975
   200/299     11.9G   0.03135   0.02789  0.008476   0.06772       199       640    0.7736    0.7285    0.7799    0.5098   0.03221   0.01837  0.006972
   201/299     11.9G   0.03148   0.02796   0.00848   0.06792       206       640      0.77     0.733    0.7802    0.5102    0.0322   0.01837  0.006971
   202/299     11.9G   0.03119   0.02795  0.008276   0.06741       167       640    0.7871    0.7181    0.7803    0.5103    0.0322   0.01837   0.00697
   203/299     11.9G   0.03137   0.02758  0.008481   0.06743       183       640    0.7756    0.7278    0.7805    0.5103   0.03219   0.01837  0.006969
